"county"	"total"	"thai_num"	"thai_per"	"thai_vwell"	"thai_vwell_per"	"thai_less"	"thai_less_per"	"engagement"	"environment"	"health"	"housing"	"neighborhood"	"opportunity"	"transportation"
"Schoharie County, New York"	239	0	0	0	NA	0	NA	59	44	38	49	36	62	41
"Schuyler County, New York"	84	0	0	0	NA	3	Inf	59	61	33	52	38	50	44
"Seneca County, New York"	225	0	0	3	Inf	0	NA	60	32	39	51	40	55	44
"Steuben County, New York"	1465	18	0.0122866894197952	0	0	27	1.5	55	78	34	54	39	59	52
"Suffolk County, New York"	53969	648	0.012006892845893	371	0.572530864197531	213	0.328703703703704	51	51	61	28	55	69	39
"Sullivan County, New York"	1214	14	0.0115321252059308	14	1	0	0	50	62	37	52	33	40	41
"Tioga County, New York"	302	0	0	0	NA	0	NA	55	62	37	46	41	47	47
"Tompkins County, New York"	10187	282	0.0276823402375577	134	0.475177304964539	18	0.0638297872340425	60	67	59	56	44	49	56
"Ulster County, New York"	3333	2	0.0006000600060006	8	4	0	0	63	64	51	44	42	42	43
"Warren County, New York"	634	0	0	0	NA	0	NA	68	35	51	50	44	56	52
"Washington County, New York"	338	5	0.014792899408284	0	0	0	0	54	44	45	44	40	62	48
"Wayne County, New York"	629	0	0	0	NA	0	NA	41	57	39	54	42	76	49
"Westchester County, New York"	53749	655	0.0121862732329904	330	0.50381679389313	270	0.412213740458015	64	44	74	45	68	43	52
"Wyoming County, New York"	195	0	0	0	NA	0	NA	54	43	35	49	42	64	46
"Yates County, New York"	128	4	0.03125	0	0	4	1	63	52	45	55	35	62	44
"Alamance County, North Carolina"	2013	84	0.0417287630402385	40	0.476190476190476	29	0.345238095238095	51	65	41	52	41	49	41
"Alexander County, North Carolina"	32	0	0	0	NA	0	NA	55	75	30	45	33	55	44
"Alleghany County, North Carolina"	28	0	0	0	NA	0	NA	54	45	39	51	33	41	42
"Anson County, North Carolina"	319	0	0	0	NA	0	NA	42	59	29	53	29	33	36
"Ashe County, North Carolina"	80	0	0	0	NA	0	NA	50	60	39	53	27	35	43
"Avery County, North Carolina"	162	2	0.0123456790123457	0	0	0	0	59	59	41	53	35	39	45
"Beaufort County, North Carolina"	74	0	0	0	NA	0	NA	59	80	38	56	32	47	46
"Bertie County, North Carolina"	75	10	0.133333333333333	0	0	4	0.4	64	59	27	50	31	40	38
"Bladen County, North Carolina"	72	0	0	0	NA	0	NA	39	55	5	57	27	36	33
"Brunswick County, North Carolina"	610	51	0.0836065573770492	25	0.490196078431373	0	0	46	54	34	44	31	40	46
"Buncombe County, North Carolina"	2694	27	0.010022271714922	55	2.03703703703704	0	0	67	62	53	56	44	48	51
"Burke County, North Carolina"	3165	11	0.00347551342812006	0	0	0	0	50	56	35	54	38	60	40
"Cabarrus County, North Carolina"	4281	0	0	0	NA	0	NA	51	57	53	38	44	65	46
"Caldwell County, North Carolina"	476	13	0.0273109243697479	0	0	13	1	46	74	31	53	34	52	40
"Camden County, North Carolina"	222	0	0	0	NA	0	NA	42	61	48	41	34	68	43
"Carteret County, North Carolina"	701	11	0.0156918687589158	0	0	0	0	64	62	39	54	35	39	48
"Caswell County, North Carolina"	98	0	0	0	NA	0	NA	58	44	32	47	30	24	39
"Catawba County, North Carolina"	5541	38	0.00685796787583469	0	0	0	0	57	75	49	50	38	56	43
"Chatham County, North Carolina"	880	0	0	0	NA	0	NA	57	61	60	42	36	57	40
"Cherokee County, North Carolina"	80	0	0	0	NA	0	NA	56	61	45	54	38	49	47
"Chowan County, North Carolina"	217	0	0	0	NA	0	NA	75	61	31	56	33	37	44
"Clay County, North Carolina"	12	0	0	0	NA	0	NA	71	48	49	50	31	28	43
"Cleveland County, North Carolina"	941	25	0.026567481402763	7	0.28	2	0.08	55	56	36	55	37	44	47
"Columbus County, North Carolina"	158	0	0	2	Inf	2	Inf	47	52	24	54	27	38	36
"Craven County, North Carolina"	2187	282	0.128943758573388	16	0.0567375886524823	31	0.109929078014184	50	54	51	51	38	43	44
"Cumberland County, North Carolina"	7584	384	0.0506329113924051	161	0.419270833333333	143	0.372395833333333	45	53	33	49	37	49	47
"Currituck County, North Carolina"	87	0	0	0	NA	0	NA	50	61	39	27	33	66	35
"Dare County, North Carolina"	180	6	0.0333333333333333	0	0	6	1	79	56	51	33	30	63	48
"Davidson County, North Carolina"	2017	48	0.0237977193852256	0	0	21	0.4375	47	78	40	59	41	53	41
"Davie County, North Carolina"	179	0	0	0	NA	0	NA	50	49	44	42	37	50	37
"Duplin County, North Carolina"	86	3	0.0348837209302326	3	1	0	0	40	71	24	53	32	43	37
"Durham County, North Carolina"	12357	40	0.0032370316419843	51	1.275	0	0	61	62	62	68	47	56	55
"Edgecombe County, North Carolina"	44	0	0	0	NA	0	NA	52	44	15	59	35	51	58
"Forsyth County, North Carolina"	7393	53	0.00716894359529284	73	1.37735849056604	5	0.0943396226415094	56	54	45	65	42	44	44
"Franklin County, North Carolina"	263	0	0	0	NA	0	NA	33	61	30	48	34	68	36
"Gaston County, North Carolina"	2903	0	0	0	NA	0	NA	46	62	46	40	42	52	45
"Gates County, North Carolina"	49	0	0	0	NA	0	NA	36	61	31	37	37	66	34
"Graham County, North Carolina"	94	0	0	0	NA	0	NA	62	51	49	59	40	40	39
"Granville County, North Carolina"	261	0	0	0	NA	0	NA	46	60	42	49	32	44	37
"Greene County, North Carolina"	65	0	0	0	NA	0	NA	29	61	36	49	31	24	42
"Guilford County, North Carolina"	21434	568	0.0264999533451526	29	0.051056338028169	104	0.183098591549296	62	53	49	64	45	55	41
"Halifax County, North Carolina"	429	11	0.0256410256410256	0	0	0	0	55	30	13	58	33	32	44
"Harnett County, North Carolina"	1509	102	0.0675944333996024	7	0.0686274509803922	16	0.156862745098039	38	60	37	47	34	33	43
"Haywood County, North Carolina"	260	0	0	0	NA	0	NA	60	61	40	51	35	51	47
"Henderson County, North Carolina"	1066	28	0.026266416510319	17	0.607142857142857	19	0.678571428571429	55	53	51	51	40	52	48
"Hertford County, North Carolina"	169	0	0	0	NA	0	NA	59	58	32	57	32	47	39
"Hoke County, North Carolina"	651	107	0.164362519201229	115	1.07476635514019	0	0	40	61	33	43	35	47	44
"Hyde County, North Carolina"	19	0	0	0	NA	0	NA	58	81	37	59	30	47	39
"Iredell County, North Carolina"	3511	62	0.0176587866704643	0	0	62	1	52	55	47	48	38	56	46
"Jackson County, North Carolina"	347	0	0	0	NA	0	NA	54	55	44	49	34	39	47
"Johnston County, North Carolina"	1145	0	0	27	Inf	0	NA	42	50	40	51	38	67	36
"Jones County, North Carolina"	15	0	0	0	NA	0	NA	36	61	39	49	38	43	41
"Lee County, North Carolina"	696	0	0	0	NA	0	NA	53	56	32	58	39	61	40
"Lenoir County, North Carolina"	317	0	0	16	Inf	0	NA	54	74	28	59	35	58	48
"Lincoln County, North Carolina"	318	0	0	0	NA	0	NA	58	66	52	44	38	60	45
"McDowell County, North Carolina"	349	0	0	0	NA	0	NA	49	74	36	55	35	48	42
"Macon County, North Carolina"	218	0	0	0	NA	0	NA	71	69	59	49	35	40	47
"Madison County, North Carolina"	140	0	0	0	NA	0	NA	60	61	47	58	34	52	50
"Martin County, North Carolina"	109	0	0	0	NA	0	NA	46	73	24	60	31	44	38
"Mecklenburg County, North Carolina"	48043	373	0.00776387819245259	108	0.289544235924933	184	0.493297587131367	49	56	66	50	47	45	46
"Mitchell County, North Carolina"	48	1	0.0208333333333333	0	0	1	1	63	80	46	59	39	39	42
"Montgomery County, North Carolina"	442	0	0	0	NA	0	NA	33	75	33	55	34	35	37
"Moore County, North Carolina"	900	54	0.06	21	0.388888888888889	0	0	60	46	53	52	34	40	46
"Nash County, North Carolina"	769	0	0	0	NA	0	NA	51	57	26	50	37	50	53
"New Hanover County, North Carolina"	2807	42	0.0149625935162095	0	0	0	0	59	55	61	49	41	44	51
"Northampton County, North Carolina"	20	0	0	0	NA	0	NA	56	44	15	58	28	37	41
"Onslow County, North Carolina"	3570	76	0.0212885154061625	50	0.657894736842105	41	0.539473684210526	30	42	31	46	37	46	45
"Orange County, North Carolina"	9701	124	0.0127821874033605	68	0.548387096774194	68	0.548387096774194	67	55	73	55	48	51	53
"Pamlico County, North Carolina"	28	0	0	0	NA	0	NA	35	61	40	48	29	39	42
"Pasquotank County, North Carolina"	575	0	0	0	NA	0	NA	52	60	47	55	38	39	48
"Pender County, North Carolina"	330	0	0	0	NA	0	NA	46	40	40	43	34	28	41
"Perquimans County, North Carolina"	2	0	0	0	NA	0	NA	40	61	31	44	32	35	48
"Person County, North Carolina"	150	12	0.08	9	0.75	0	0	53	65	37	55	31	64	45
"Pitt County, North Carolina"	2880	77	0.0267361111111111	41	0.532467532467532	28	0.363636363636364	47	53	30	56	44	37	61
"Polk County, North Carolina"	36	0	0	0	NA	0	NA	74	60	47	52	34	36	40
"Randolph County, North Carolina"	1452	6	0.00413223140495868	0	0	0	0	51	38	42	61	38	68	38
"Richmond County, North Carolina"	345	0	0	0	NA	0	NA	40	47	21	61	28	41	45
"Robeson County, North Carolina"	1070	0	0	0	NA	0	NA	40	77	13	60	28	38	40
"Rockingham County, North Carolina"	491	5	0.010183299389002	0	0	5	1	50	61	21	56	34	57	44
"Rowan County, North Carolina"	1359	56	0.0412067696835909	0	0	56	1	56	61	32	50	39	57	46
"Rutherford County, North Carolina"	392	3	0.0076530612244898	6	2	0	0	59	54	37	51	33	36	49
"Sampson County, North Carolina"	210	0	0	0	NA	0	NA	49	60	24	52	31	34	37
"Scotland County, North Carolina"	284	0	0	0	NA	0	NA	45	47	20	62	32	52	45
"Stanly County, North Carolina"	1184	7	0.00591216216216216	18	2.57142857142857	0	0	52	43	35	50	36	49	45
"Stokes County, North Carolina"	163	0	0	0	NA	0	NA	32	58	32	64	34	59	39
"Surry County, North Carolina"	383	0	0	0	NA	0	NA	49	52	27	55	35	49	44
"Swain County, North Carolina"	52	0	0	0	NA	0	NA	58	71	23	58	30	56	43
"Transylvania County, North Carolina"	183	21	0.114754098360656	0	0	1	0.0476190476190476	62	48	56	56	37	42	54
"Tyrrell County, North Carolina"	105	0	0	0	NA	0	NA	61	61	33	49	27	51	39
"Union County, North Carolina"	3913	0	0	0	NA	0	NA	44	72	53	34	45	64	45
"Vance County, North Carolina"	69	10	0.144927536231884	10	1	0	0	52	49	37	57	28	45	45
"Wake County, North Carolina"	55523	556	0.0100138681267223	181	0.325539568345324	212	0.381294964028777	54	57	65	58	51	62	49
"Warren County, North Carolina"	49	0	0	0	NA	0	NA	42	28	20	57	26	21	40
"Washington County, North Carolina"	0	0	NA	0	NA	0	NA	65	61	12	62	29	29	41
"Watauga County, North Carolina"	577	0	0	0	NA	0	NA	66	71	54	49	39	29	54
"Wayne County, North Carolina"	1286	53	0.0412130637636081	20	0.377358490566038	16	0.30188679245283	51	73	29	56	34	44	47
"Wilkes County, North Carolina"	248	0	0	0	NA	0	NA	52	59	39	55	33	42	43
"Wilson County, North Carolina"	705	24	0.0340425531914894	0	0	0	0	56	52	38	57	40	55	61
"Yadkin County, North Carolina"	72	0	0	0	NA	0	NA	61	59	35	65	33	51	37
"Yancey County, North Carolina"	32	0	0	0	NA	0	NA	55	73	49	59	34	31	48
"Adams County, North Dakota"	20	0	0	0	NA	0	NA	98	60	35	63	34	48	56
"Barnes County, North Dakota"	179	0	0	0	NA	0	NA	83	61	51	64	43	40	53
"Benson County, North Dakota"	12	0	0	0	NA	0	NA	59	47	13	62	29	25	39
"Billings County, North Dakota"	26	0	0	0	NA	0	NA	69	81	42	48	23	49	53
"Bottineau County, North Dakota"	7	2	0.285714285714286	0	0	2	1	72	61	41	62	37	48	52
"Bowman County, North Dakota"	0	0	NA	0	NA	0	NA	100	60	43	63	40	60	45
"Burke County, North Dakota"	8	0	0	0	NA	0	NA	64	61	23	67	18	28	63
"Burleigh County, North Dakota"	497	14	0.028169014084507	10	0.714285714285714	0	0	88	79	53	60	46	75	54
"Cass County, North Dakota"	3947	41	0.0103876361793767	30	0.731707317073171	0	0	80	69	54	62	48	61	60
"Cavalier County, North Dakota"	13	0	0	0	NA	0	NA	95	60	41	60	34	44	65
"Dickey County, North Dakota"	10	8	0.8	3	0.375	5	0.625	87	60	30	68	44	57	51
"Divide County, North Dakota"	8	0	0	0	NA	0	NA	100	60	29	72	37	32	53
"Dunn County, North Dakota"	59	0	0	0	NA	0	NA	68	61	29	47	25	65	56
"Eddy County, North Dakota"	0	0	NA	0	NA	0	NA	62	60	36	49	34	34	56
"Emmons County, North Dakota"	6	0	0	0	NA	0	NA	84	60	31	70	30	21	51
"Foster County, North Dakota"	16	0	0	0	NA	0	NA	71	60	37	57	46	44	48
"Golden Valley County, North Dakota"	0	0	NA	0	NA	0	NA	100	60	38	77	20	37	62
"Grand Forks County, North Dakota"	1485	0	0	6	Inf	0	NA	75	60	50	62	43	63	54
"Grant County, North Dakota"	0	0	NA	0	NA	0	NA	41	39	27	65	18	18	63
"Griggs County, North Dakota"	2	0	0	0	NA	0	NA	100	60	34	62	36	55	64
"Hettinger County, North Dakota"	0	0	NA	0	NA	0	NA	94	60	38	66	29	28	47
"Kidder County, North Dakota"	0	0	NA	0	NA	0	NA	57	60	28	61	30	25	53
"LaMoure County, North Dakota"	0	0	NA	0	NA	0	NA	89	60	20	62	34	33	63
"Logan County, North Dakota"	6	0	0	0	NA	0	NA	62	39	22	59	21	31	63
"McHenry County, North Dakota"	13	0	0	0	NA	0	NA	57	59	15	59	28	29	47
"McIntosh County, North Dakota"	20	2	0.1	0	0	2	1	98	46	40	66	39	26	64
"McKenzie County, North Dakota"	50	0	0	0	NA	0	NA	96	64	17	58	33	72	39
"McLean County, North Dakota"	11	0	0	0	NA	0	NA	92	58	26	58	30	34	46
"Mercer County, North Dakota"	23	0	0	1	Inf	1	Inf	77	53	42	61	41	76	46
"Morton County, North Dakota"	65	0	0	0	NA	0	NA	69	57	44	49	43	49	47
"Mountrail County, North Dakota"	24	0	0	0	NA	0	NA	79	60	10	61	39	72	32
"Nelson County, North Dakota"	0	0	NA	0	NA	0	NA	68	60	54	65	24	30	55
"Oliver County, North Dakota"	3	0	0	0	NA	0	NA	100	57	35	43	28	51	47
"Pembina County, North Dakota"	6	0	0	0	NA	0	NA	98	56	36	54	39	62	51
"Pierce County, North Dakota"	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"Ramsey County, North Dakota"	80	13	0.1625	20	1.53846153846154	0	0	82	60	28	76	38	59	49
"Ransom County, North Dakota"	18	0	0	0	NA	0	NA	61	56	20	61	38	64	64
"Renville County, North Dakota"	28	0	0	0	NA	0	NA	39	60	22	59	31	64	42
"Richland County, North Dakota"	90	0	0	0	NA	0	NA	72	54	44	69	39	60	53
"Rolette County, North Dakota"	7	7	1	0	0	0	0	61	60	1	66	34	28	38
"Sargent County, North Dakota"	17	0	0	0	NA	0	NA	59	60	27	71	34	67	59
"Sheridan County, North Dakota"	0	0	NA	0	NA	0	NA	68	60	38	70	17	4	63
"Sioux County, North Dakota"	11	0	0	0	NA	0	NA	25	61	17	82	38	25	38
"Slope County, North Dakota"	0	0	NA	0	NA	0	NA	56	61	42	50	20	22	63
"Stark County, North Dakota"	353	0	0	0	NA	53	Inf	67	61	35	62	42	76	54
"Steele County, North Dakota"	0	0	NA	0	NA	0	NA	88	60	28	69	24	28	63
"Stutsman County, North Dakota"	78	16	0.205128205128205	13	0.8125	0	0	89	59	52	64	43	61	51
"Towner County, North Dakota"	3	0	0	0	NA	0	NA	70	60	25	65	20	41	64
"Traill County, North Dakota"	7	0	0	0	NA	0	NA	61	57	22	66	42	58	58
"Walsh County, North Dakota"	47	10	0.212765957446809	10	1	0	0	84	61	36	64	36	48	46
"Ward County, North Dakota"	720	27	0.0375	0	0	0	0	59	78	30	57	46	65	52
"Wells County, North Dakota"	0	0	NA	0	NA	0	NA	100	52	30	67	33	42	44
"Williams County, North Dakota"	149	0	0	0	NA	0	NA	74	65	35	60	43	70	48
"Adams County, Ohio"	26	0	0	0	NA	0	NA	45	80	29	58	36	45	36
"Allen County, Ohio"	821	9	0.0109622411693057	0	0	18	2	62	49	40	59	42	61	63
"Ashland County, Ohio"	294	0	0	0	NA	0	NA	67	59	41	49	43	57	44
"Ashtabula County, Ohio"	388	0	0	0	NA	0	NA	49	59	33	55	45	50	42
"Athens County, Ohio"	2121	0	0	0	NA	0	NA	54	74	43	56	39	35	49
"Auglaize County, Ohio"	167	0	0	0	NA	0	NA	67	56	45	52	52	77	56
"Belmont County, Ohio"	279	0	0	0	NA	0	NA	56	72	35	65	45	54	36
"Brown County, Ohio"	92	0	0	0	NA	0	NA	44	40	27	54	36	70	37
"Butler County, Ohio"	9801	77	0.00785634118967452	72	0.935064935064935	9	0.116883116883117	45	57	48	48	47	65	51
"Carroll County, Ohio"	62	0	0	0	NA	0	NA	62	58	35	48	40	70	41
"Champaign County, Ohio"	152	0	0	0	NA	0	NA	64	54	35	53	39	54	39
"Clark County, Ohio"	998	11	0.0110220440881764	8	0.727272727272727	3	0.272727272727273	59	60	44	55	41	53	50
"Clermont County, Ohio"	1980	11	0.00555555555555556	0	0	0	0	48	59	48	50	43	69	44
"Clinton County, Ohio"	132	5	0.0378787878787879	0	0	5	1	57	63	30	59	41	58	39
"Columbiana County, Ohio"	379	21	0.0554089709762533	0	0	0	0	56	75	34	54	47	52	48
"Coshocton County, Ohio"	98	0	0	0	NA	0	NA	60	58	20	58	38	65	42
"Crawford County, Ohio"	125	0	0	0	NA	0	NA	55	61	34	60	46	55	46
"Cuyahoga County, Ohio"	34255	297	0.00867026711428989	87	0.292929292929293	80	0.269360269360269	51	52	52	61	60	49	64
"Darke County, Ohio"	63	0	0	0	NA	0	NA	62	61	33	53	43	59	45
"Defiance County, Ohio"	114	0	0	0	NA	0	NA	57	40	45	52	41	73	44
"Delaware County, Ohio"	8542	124	0.0145165066729103	11	0.0887096774193548	0	0	59	68	59	32	50	78	51
"Erie County, Ohio"	442	22	0.0497737556561086	0	0	0	0	68	36	46	51	42	65	45
"Fairfield County, Ohio"	2003	3	0.00149775336994508	3	1	0	0	53	60	47	50	43	75	46
"Fayette County, Ohio"	172	0	0	0	NA	0	NA	45	70	39	61	40	63	44
"Franklin County, Ohio"	49679	430	0.00865556875138388	131	0.304651162790698	322	0.748837209302326	55	44	53	58	53	57	63
"Fulton County, Ohio"	140	0	0	0	NA	0	NA	67	36	47	53	43	73	46
"Gallia County, Ohio"	161	4	0.0248447204968944	4	1	0	0	59	61	36	52	31	58	44
"Geauga County, Ohio"	599	0	0	0	NA	0	NA	49	65	54	36	48	68	42
"Greene County, Ohio"	4870	132	0.0271047227926078	86	0.651515151515151	97	0.734848484848485	58	64	58	48	48	62	48
"Guernsey County, Ohio"	122	9	0.0737704918032787	0	0	0	0	61	47	28	61	35	56	43
"Hamilton County, Ohio"	17246	218	0.0126406123158993	127	0.582568807339449	119	0.545871559633027	59	44	53	58	54	45	59
"Hancock County, Ohio"	1325	89	0.0671698113207547	53	0.595505617977528	36	0.404494382022472	58	63	52	54	45	75	49
"Hardin County, Ohio"	236	0	0	0	NA	0	NA	54	60	34	61	40	51	45
"Harrison County, Ohio"	12	0	0	0	NA	0	NA	62	61	15	57	34	44	39
"Henry County, Ohio"	117	0	0	0	NA	0	NA	68	43	45	46	41	69	40
"Highland County, Ohio"	147	0	0	0	NA	0	NA	55	61	19	55	35	52	38
"Hocking County, Ohio"	89	0	0	0	NA	0	NA	49	61	45	56	33	78	40
"Holmes County, Ohio"	40	0	0	0	NA	0	NA	52	44	39	51	41	86	41
"Huron County, Ohio"	165	0	0	0	NA	0	NA	57	45	35	51	45	64	43
"Jackson County, Ohio"	40	0	0	0	NA	0	NA	49	35	25	61	39	58	38
"Jefferson County, Ohio"	228	12	0.0526315789473684	0	0	0	0	64	60	31	65	40	53	42
"Knox County, Ohio"	458	0	0	0	NA	0	NA	53	71	42	48	48	50	45
"Lake County, Ohio"	2883	16	0.0055497745404093	6	0.375	16	1	46	41	50	45	52	74	47
"Lawrence County, Ohio"	139	0	0	15	Inf	0	NA	39	71	29	55	42	61	48
"Licking County, Ohio"	1582	10	0.00632111251580278	7	0.7	4	0.4	55	58	44	52	44	74	44
"Logan County, Ohio"	251	22	0.0876494023904383	0	0	23	1.04545454545455	66	61	46	55	40	74	38
"Lorain County, Ohio"	3007	61	0.0202859993348853	26	0.426229508196721	51	0.836065573770492	48	64	46	46	50	68	47
"Lucas County, Ohio"	7216	122	0.0169068736141907	55	0.450819672131148	13	0.10655737704918	53	55	44	67	50	48	54
"Madison County, Ohio"	363	0	0	0	NA	0	NA	42	46	39	57	46	75	43
"Mahoning County, Ohio"	1918	0	0	0	NA	0	NA	60	62	44	49	44	51	49
"Marion County, Ohio"	365	44	0.120547945205479	0	0	0	0	57	53	34	52	40	57	46
"Medina County, Ohio"	1905	0	0	0	NA	0	NA	51	71	49	42	53	79	49
"Meigs County, Ohio"	44	0	0	0	NA	0	NA	56	68	25	57	33	37	37
"Mercer County, Ohio"	115	0	0	11	Inf	0	NA	73	59	49	53	44	79	43
"Miami County, Ohio"	1314	0	0	0	NA	0	NA	64	67	41	51	49	76	47
"Monroe County, Ohio"	0	0	NA	0	NA	0	NA	50	58	29	51	35	52	41
"Montgomery County, Ohio"	10295	313	0.0304031083050024	157	0.501597444089457	88	0.281150159744409	57	59	54	61	49	54	53
"Morgan County, Ohio"	65	20	0.307692307692308	0	0	5	0.25	60	55	24	52	32	31	38
"Morrow County, Ohio"	44	0	0	0	NA	0	NA	45	59	29	53	39	84	35
"Muskingum County, Ohio"	246	0	0	0	NA	0	NA	53	56	34	58	37	64	46
"Noble County, Ohio"	0	0	NA	0	NA	0	NA	60	80	21	55	39	57	38
"Ottawa County, Ohio"	152	2	0.0131578947368421	0	0	0	0	72	60	42	57	42	57	45
"Paulding County, Ohio"	147	0	0	0	NA	0	NA	59	34	41	49	37	57	35
"Perry County, Ohio"	69	0	0	0	NA	0	NA	37	60	28	58	43	76	39
"Pickaway County, Ohio"	227	0	0	0	NA	0	NA	46	32	37	45	37	72	44
"Pike County, Ohio"	68	0	0	0	NA	0	NA	34	40	27	59	34	53	33
"Portage County, Ohio"	2860	13	0.00454545454545455	13	1	0	0	50	72	43	53	46	66	46
"Preble County, Ohio"	243	0	0	0	NA	0	NA	53	52	36	47	40	51	40
"Putnam County, Ohio"	38	0	0	0	NA	0	NA	70	34	47	52	44	75	42
"Richland County, Ohio"	770	10	0.012987012987013	0	0	10	1	63	51	38	56	40	64	51
"Ross County, Ohio"	401	17	0.0423940149625935	0	0	0	0	52	60	32	53	32	55	40
"Sandusky County, Ohio"	189	11	0.0582010582010582	0	0	3	0.272727272727273	63	59	40	56	44	65	46
"Scioto County, Ohio"	278	5	0.0179856115107914	0	0	0	0	50	76	17	62	34	49	47
"Seneca County, Ohio"	287	0	0	0	NA	0	NA	57	59	40	57	46	55	47
"Shelby County, Ohio"	326	0	0	0	NA	0	NA	65	55	40	53	43	84	44
"Stark County, Ohio"	2765	18	0.00650994575045208	11	0.611111111111111	0	0	57	55	46	55	46	62	66
"Summit County, Ohio"	12733	199	0.0156286813790937	156	0.78391959798995	224	1.12562814070352	57	58	47	59	50	56	56
"Trumbull County, Ohio"	997	154	0.154463390170512	27	0.175324675324675	61	0.396103896103896	53	58	35	49	43	63	45
"Tuscarawas County, Ohio"	308	25	0.0811688311688312	5	0.2	7	0.28	63	73	35	50	46	64	48
"Union County, Ohio"	1452	38	0.0261707988980716	0	0	0	0	56	55	48	52	46	74	49
"Van Wert County, Ohio"	87	0	0	0	NA	0	NA	70	30	43	49	42	66	47
"Vinton County, Ohio"	2	0	0	0	NA	0	NA	31	61	28	51	29	44	33
"Warren County, Ohio"	9347	0	0	0	NA	0	NA	51	62	53	42	50	76	48
"Washington County, Ohio"	444	0	0	0	NA	0	NA	51	68	37	57	41	60	48
"Wayne County, Ohio"	1000	6	0.006	31	5.16666666666667	6	1	56	43	47	52	45	65	57
"Williams County, Ohio"	161	0	0	0	NA	0	NA	58	62	44	47	45	75	41
"Wood County, Ohio"	2174	25	0.0114995400183993	16	0.64	4	0.16	61	67	47	56	46	67	47
"Wyandot County, Ohio"	268	0	0	0	NA	0	NA	67	60	39	57	50	73	36
"Adair County, Oklahoma"	141	0	0	0	NA	0	NA	33	44	13	61	33	40	39
"Alfalfa County, Oklahoma"	2	0	0	0	NA	0	NA	47	36	30	57	30	41	52
"Atoka County, Oklahoma"	70	0	0	0	NA	0	NA	57	33	7	60	28	46	34
"Beaver County, Oklahoma"	8	0	0	0	NA	0	NA	78	60	18	53	33	42	47
"Beckham County, Oklahoma"	70	0	0	0	NA	0	NA	56	61	27	61	41	60	39
"Blaine County, Oklahoma"	26	10	0.384615384615385	10	1	0	0	70	38	24	63	33	54	39
"Bryan County, Oklahoma"	201	0	0	0	NA	0	NA	44	37	28	53	34	47	43
"Caddo County, Oklahoma"	99	4	0.0404040404040404	0	0	4	1	48	38	15	62	33	45	37
"Canadian County, Oklahoma"	3766	15	0.0039830058417419	8	0.533333333333333	7	0.466666666666667	42	40	48	26	44	78	44
"Carter County, Oklahoma"	473	0	0	0	NA	0	NA	57	19	24	56	33	63	44
"Cherokee County, Oklahoma"	321	0	0	0	NA	0	NA	40	69	32	58	33	41	42
"Choctaw County, Oklahoma"	66	2	0.0303030303030303	0	0	0	0	62	24	13	66	33	44	41
"Cimarron County, Oklahoma"	6	0	0	0	NA	0	NA	97	60	30	61	29	49	36
"Cleveland County, Oklahoma"	10671	258	0.0241776778183863	35	0.135658914728682	169	0.655038759689923	38	58	46	27	44	54	49
"Coal County, Oklahoma"	10	0	0	0	NA	0	NA	39	60	7	58	31	28	41
"Comanche County, Oklahoma"	2548	171	0.0671114599686028	96	0.56140350877193	57	0.333333333333333	38	57	40	51	36	42	52
"Cotton County, Oklahoma"	43	6	0.13953488372093	0	0	0	0	40	27	22	60	37	41	56
"Craig County, Oklahoma"	90	0	0	0	NA	0	NA	53	31	30	56	35	60	39
"Creek County, Oklahoma"	366	0	0	0	NA	0	NA	53	26	22	56	38	58	49
"Custer County, Oklahoma"	395	0	0	0	NA	0	NA	63	54	34	53	42	49	45
"Delaware County, Oklahoma"	499	42	0.0841683366733467	1	0.0238095238095238	5	0.119047619047619	48	42	24	52	31	22	38
"Dewey County, Oklahoma"	15	7	0.466666666666667	5	0.714285714285714	2	0.285714285714286	49	68	8	55	30	43	47
"Ellis County, Oklahoma"	19	0	0	0	NA	0	NA	54	58	33	54	22	40	43
"Garfield County, Oklahoma"	597	84	0.14070351758794	0	0	0	0	57	22	33	55	38	52	55
"Garvin County, Oklahoma"	73	8	0.10958904109589	0	0	0	0	58	35	19	59	33	43	38
"Grady County, Oklahoma"	155	0	0	0	NA	0	NA	35	60	27	52	35	61	40
"Grant County, Oklahoma"	10	0	0	0	NA	0	NA	55	47	25	52	28	41	38
"Greer County, Oklahoma"	3	0	0	0	NA	0	NA	42	31	7	63	39	36	50
"Harmon County, Oklahoma"	44	16	0.363636363636364	0	0	6	0.375	67	18	5	55	38	25	41
