county,engagement,environment,health,housing,neighborhood,opportunity,transportation
Forsyth+County+North+Carolina,Forsyth+County+North+Carolina,56,54,45,65,42,44,44
Franklin+County+North+Carolina,Franklin+County+North+Carolina,33,61,30,48,34,68,36
Gaston+County+North+Carolina,Gaston+County+North+Carolina,46,62,46,40,42,52,45
Gates+County+North+Carolina,Gates+County+North+Carolina,36,61,31,37,37,66,34
Graham+County+North+Carolina,Graham+County+North+Carolina,62,51,49,59,40,40,39
Granville+County+North+Carolina,Granville+County+North+Carolina,46,60,42,49,32,44,37
Greene+County+North+Carolina,Greene+County+North+Carolina,29,61,36,49,31,24,42
Guilford+County+North+Carolina,Guilford+County+North+Carolina,62,53,49,64,45,55,41
Halifax+County+North+Carolina,Halifax+County+North+Carolina,55,30,13,58,33,32,44
Harnett+County+North+Carolina,Harnett+County+North+Carolina,38,60,37,47,34,33,43
Haywood+County+North+Carolina,Haywood+County+North+Carolina,60,61,40,51,35,51,47
Henderson+County+North+Carolina,Henderson+County+North+Carolina,55,53,51,51,40,52,48
Hertford+County+North+Carolina,Hertford+County+North+Carolina,59,58,32,57,32,47,39
Hoke+County+North+Carolina,Hoke+County+North+Carolina,40,61,33,43,35,47,44
Hyde+County+North+Carolina,Hyde+County+North+Carolina,58,81,37,59,30,47,39
Iredell+County+North+Carolina,Iredell+County+North+Carolina,52,55,47,48,38,56,46
Jackson+County+North+Carolina,Jackson+County+North+Carolina,54,55,44,49,34,39,47
Johnston+County+North+Carolina,Johnston+County+North+Carolina,42,50,40,51,38,67,36
Jones+County+North+Carolina,Jones+County+North+Carolina,36,61,39,49,38,43,41
Lee+County+North+Carolina,Lee+County+North+Carolina,53,56,32,58,39,61,40
Lenoir+County+North+Carolina,Lenoir+County+North+Carolina,54,74,28,59,35,58,48
Lincoln+County+North+Carolina,Lincoln+County+North+Carolina,58,66,52,44,38,60,45
McDowell+County+North+Carolina,McDowell+County+North+Carolina,49,74,36,55,35,48,42
Macon+County+North+Carolina,Macon+County+North+Carolina,71,69,59,49,35,40,47
Madison+County+North+Carolina,Madison+County+North+Carolina,60,61,47,58,34,52,50
Martin+County+North+Carolina,Martin+County+North+Carolina,46,73,24,60,31,44,38
Mecklenburg+County+North+Carolina,Mecklenburg+County+North+Carolina,49,56,66,50,47,45,46
Mitchell+County+North+Carolina,Mitchell+County+North+Carolina,63,80,46,59,39,39,42
Montgomery+County+North+Carolina,Montgomery+County+North+Carolina,33,75,33,55,34,35,37
Moore+County+North+Carolina,Moore+County+North+Carolina,60,46,53,52,34,40,46
Nash+County+North+Carolina,Nash+County+North+Carolina,51,57,26,50,37,50,53
New+Hanover+County+North+Carolina,New+Hanover+County+North+Carolina,59,55,61,49,41,44,51
Northampton+County+North+Carolina,Northampton+County+North+Carolina,56,44,15,58,28,37,41
Onslow+County+North+Carolina,Onslow+County+North+Carolina,30,42,31,46,37,46,45
Orange+County+North+Carolina,Orange+County+North+Carolina,67,55,73,55,48,51,53
Pamlico+County+North+Carolina,Pamlico+County+North+Carolina,35,61,40,48,29,39,42
Pasquotank+County+North+Carolina,Pasquotank+County+North+Carolina,52,60,47,55,38,39,48
Pender+County+North+Carolina,Pender+County+North+Carolina,46,40,40,43,34,28,41
Perquimans+County+North+Carolina,Perquimans+County+North+Carolina,40,61,31,44,32,35,48
Person+County+North+Carolina,Person+County+North+Carolina,53,65,37,55,31,64,45
Pitt+County+North+Carolina,Pitt+County+North+Carolina,47,53,30,56,44,37,61
Polk+County+North+Carolina,Polk+County+North+Carolina,74,60,47,52,34,36,40
Randolph+County+North+Carolina,Randolph+County+North+Carolina,51,38,42,61,38,68,38
Richmond+County+North+Carolina,Richmond+County+North+Carolina,40,47,21,61,28,41,45
Robeson+County+North+Carolina,Robeson+County+North+Carolina,40,77,13,60,28,38,40
Rockingham+County+North+Carolina,Rockingham+County+North+Carolina,50,61,21,56,34,57,44
Rowan+County+North+Carolina,Rowan+County+North+Carolina,56,61,32,50,39,57,46
Rutherford+County+North+Carolina,Rutherford+County+North+Carolina,59,54,37,51,33,36,49
Sampson+County+North+Carolina,Sampson+County+North+Carolina,49,60,24,52,31,34,37
Scotland+County+North+Carolina,Scotland+County+North+Carolina,45,47,20,62,32,52,45
Stanly+County+North+Carolina,Stanly+County+North+Carolina,52,43,35,50,36,49,45
Stokes+County+North+Carolina,Stokes+County+North+Carolina,32,58,32,64,34,59,39
Surry+County+North+Carolina,Surry+County+North+Carolina,49,52,27,55,35,49,44
Swain+County+North+Carolina,Swain+County+North+Carolina,58,71,23,58,30,56,43
Transylvania+County+North+Carolina,Transylvania+County+North+Carolina,62,48,56,56,37,42,54
Tyrrell+County+North+Carolina,Tyrrell+County+North+Carolina,61,61,33,49,27,51,39
Union+County+North+Carolina,Union+County+North+Carolina,44,72,53,34,45,64,45
Vance+County+North+Carolina,Vance+County+North+Carolina,52,49,37,57,28,45,45
Wake+County+North+Carolina,Wake+County+North+Carolina,54,57,65,58,51,62,49
Warren+County+North+Carolina,Warren+County+North+Carolina,42,28,20,57,26,21,40
Washington+County+North+Carolina,Washington+County+North+Carolina,65,61,12,62,29,29,41
Watauga+County+North+Carolina,Watauga+County+North+Carolina,66,71,54,49,39,29,54
Wayne+County+North+Carolina,Wayne+County+North+Carolina,51,73,29,56,34,44,47
Wilkes+County+North+Carolina,Wilkes+County+North+Carolina,52,59,39,55,33,42,43
Wilson+County+North+Carolina,Wilson+County+North+Carolina,56,52,38,57,40,55,61
Yadkin+County+North+Carolina,Yadkin+County+North+Carolina,61,59,35,65,33,51,37
Yancey+County+North+Carolina,Yancey+County+North+Carolina,55,73,49,59,34,31,48
Adams+County+North+Dakota,Adams+County+North+Dakota,98,60,35,63,34,48,56
Barnes+County+North+Dakota,Barnes+County+North+Dakota,83,61,51,64,43,40,53
Benson+County+North+Dakota,Benson+County+North+Dakota,59,47,13,62,29,25,39
Billings+County+North+Dakota,Billings+County+North+Dakota,69,81,42,48,23,49,53
Bottineau+County+North+Dakota,Bottineau+County+North+Dakota,72,61,41,62,37,48,52
Bowman+County+North+Dakota,Bowman+County+North+Dakota,100,60,43,63,40,60,45
Burke+County+North+Dakota,Burke+County+North+Dakota,64,61,23,67,18,28,63
Burleigh+County+North+Dakota,Burleigh+County+North+Dakota,88,79,53,60,46,75,54
Cass+County+North+Dakota,Cass+County+North+Dakota,80,69,54,62,48,61,60
Cavalier+County+North+Dakota,Cavalier+County+North+Dakota,95,60,41,60,34,44,65
Dickey+County+North+Dakota,Dickey+County+North+Dakota,87,60,30,68,44,57,51
Divide+County+North+Dakota,Divide+County+North+Dakota,100,60,29,72,37,32,53
Dunn+County+North+Dakota,Dunn+County+North+Dakota,68,61,29,47,25,65,56
Eddy+County+North+Dakota,Eddy+County+North+Dakota,62,60,36,49,34,34,56
Emmons+County+North+Dakota,Emmons+County+North+Dakota,84,60,31,70,30,21,51
Foster+County+North+Dakota,Foster+County+North+Dakota,71,60,37,57,46,44,48
Golden+Valley+County+North+Dakota,Golden+Valley+County+North+Dakota,100,60,38,77,20,37,62
Grand+Forks+County+North+Dakota,Grand+Forks+County+North+Dakota,75,60,50,62,43,63,54
Grant+County+North+Dakota,Grant+County+North+Dakota,41,39,27,65,18,18,63
Griggs+County+North+Dakota,Griggs+County+North+Dakota,100,60,34,62,36,55,64
Hettinger+County+North+Dakota,Hettinger+County+North+Dakota,94,60,38,66,29,28,47
Kidder+County+North+Dakota,Kidder+County+North+Dakota,57,60,28,61,30,25,53
LaMoure+County+North+Dakota,LaMoure+County+North+Dakota,89,60,20,62,34,33,63
Logan+County+North+Dakota,Logan+County+North+Dakota,62,39,22,59,21,31,63
McHenry+County+North+Dakota,McHenry+County+North+Dakota,57,59,15,59,28,29,47
McIntosh+County+North+Dakota,McIntosh+County+North+Dakota,98,46,40,66,39,26,64
McKenzie+County+North+Dakota,McKenzie+County+North+Dakota,96,64,17,58,33,72,39
McLean+County+North+Dakota,McLean+County+North+Dakota,92,58,26,58,30,34,46
Mercer+County+North+Dakota,Mercer+County+North+Dakota,77,53,42,61,41,76,46
Morton+County+North+Dakota,Morton+County+North+Dakota,69,57,44,49,43,49,47
Mountrail+County+North+Dakota,Mountrail+County+North+Dakota,79,60,10,61,39,72,32
Nelson+County+North+Dakota,Nelson+County+North+Dakota,68,60,54,65,24,30,55
Oliver+County+North+Dakota,Oliver+County+North+Dakota,100,57,35,43,28,51,47
Pembina+County+North+Dakota,Pembina+County+North+Dakota,98,56,36,54,39,62,51
Pierce+County+North+Dakota,Pierce+County+North+Dakota,,,,,,,
Ramsey+County+North+Dakota,Ramsey+County+North+Dakota,82,60,28,76,38,59,49
Ransom+County+North+Dakota,Ransom+County+North+Dakota,61,56,20,61,38,64,64
Renville+County+North+Dakota,Renville+County+North+Dakota,39,60,22,59,31,64,42
Richland+County+North+Dakota,Richland+County+North+Dakota,72,54,44,69,39,60,53
Rolette+County+North+Dakota,Rolette+County+North+Dakota,61,60,1,66,34,28,38
Sargent+County+North+Dakota,Sargent+County+North+Dakota,59,60,27,71,34,67,59
Sheridan+County+North+Dakota,Sheridan+County+North+Dakota,68,60,38,70,17,4,63
Sioux+County+North+Dakota,Sioux+County+North+Dakota,25,61,17,82,38,25,38
Slope+County+North+Dakota,Slope+County+North+Dakota,56,61,42,50,20,22,63
Stark+County+North+Dakota,Stark+County+North+Dakota,67,61,35,62,42,76,54
Steele+County+North+Dakota,Steele+County+North+Dakota,88,60,28,69,24,28,63
Stutsman+County+North+Dakota,Stutsman+County+North+Dakota,89,59,52,64,43,61,51
Towner+County+North+Dakota,Towner+County+North+Dakota,70,60,25,65,20,41,64
Traill+County+North+Dakota,Traill+County+North+Dakota,61,57,22,66,42,58,58
Walsh+County+North+Dakota,Walsh+County+North+Dakota,84,61,36,64,36,48,46
Ward+County+North+Dakota,Ward+County+North+Dakota,59,78,30,57,46,65,52
Wells+County+North+Dakota,Wells+County+North+Dakota,100,52,30,67,33,42,44
Williams+County+North+Dakota,Williams+County+North+Dakota,74,65,35,60,43,70,48
Adams+County+Ohio,Adams+County+Ohio,45,80,29,58,36,45,36
Allen+County+Ohio,Allen+County+Ohio,62,49,40,59,42,61,63
Ashland+County+Ohio,Ashland+County+Ohio,67,59,41,49,43,57,44
Ashtabula+County+Ohio,Ashtabula+County+Ohio,49,59,33,55,45,50,42
Athens+County+Ohio,Athens+County+Ohio,54,74,43,56,39,35,49
Auglaize+County+Ohio,Auglaize+County+Ohio,67,56,45,52,52,77,56
Belmont+County+Ohio,Belmont+County+Ohio,56,72,35,65,45,54,36
Brown+County+Ohio,Brown+County+Ohio,44,40,27,54,36,70,37
Butler+County+Ohio,Butler+County+Ohio,45,57,48,48,47,65,51
Carroll+County+Ohio,Carroll+County+Ohio,62,58,35,48,40,70,41
Champaign+County+Ohio,Champaign+County+Ohio,64,54,35,53,39,54,39
Clark+County+Ohio,Clark+County+Ohio,59,60,44,55,41,53,50
Clermont+County+Ohio,Clermont+County+Ohio,48,59,48,50,43,69,44
Clinton+County+Ohio,Clinton+County+Ohio,57,63,30,59,41,58,39
Columbiana+County+Ohio,Columbiana+County+Ohio,56,75,34,54,47,52,48
Coshocton+County+Ohio,Coshocton+County+Ohio,60,58,20,58,38,65,42
Crawford+County+Ohio,Crawford+County+Ohio,55,61,34,60,46,55,46
Cuyahoga+County+Ohio,Cuyahoga+County+Ohio,51,52,52,61,60,49,64
Darke+County+Ohio,Darke+County+Ohio,62,61,33,53,43,59,45
Defiance+County+Ohio,Defiance+County+Ohio,57,40,45,52,41,73,44
Delaware+County+Ohio,Delaware+County+Ohio,59,68,59,32,50,78,51
Erie+County+Ohio,Erie+County+Ohio,68,36,46,51,42,65,45
Fairfield+County+Ohio,Fairfield+County+Ohio,53,60,47,50,43,75,46
Fayette+County+Ohio,Fayette+County+Ohio,45,70,39,61,40,63,44
Franklin+County+Ohio,Franklin+County+Ohio,55,44,53,58,53,57,63
Fulton+County+Ohio,Fulton+County+Ohio,67,36,47,53,43,73,46
Gallia+County+Ohio,Gallia+County+Ohio,59,61,36,52,31,58,44
Geauga+County+Ohio,Geauga+County+Ohio,49,65,54,36,48,68,42
Greene+County+Ohio,Greene+County+Ohio,58,64,58,48,48,62,48
Guernsey+County+Ohio,Guernsey+County+Ohio,61,47,28,61,35,56,43
Hamilton+County+Ohio,Hamilton+County+Ohio,59,44,53,58,54,45,59
Hancock+County+Ohio,Hancock+County+Ohio,58,63,52,54,45,75,49
Hardin+County+Ohio,Hardin+County+Ohio,54,60,34,61,40,51,45
Harrison+County+Ohio,Harrison+County+Ohio,62,61,15,57,34,44,39
Henry+County+Ohio,Henry+County+Ohio,68,43,45,46,41,69,40
Highland+County+Ohio,Highland+County+Ohio,55,61,19,55,35,52,38
Hocking+County+Ohio,Hocking+County+Ohio,49,61,45,56,33,78,40
Holmes+County+Ohio,Holmes+County+Ohio,52,44,39,51,41,86,41
Huron+County+Ohio,Huron+County+Ohio,57,45,35,51,45,64,43
Jackson+County+Ohio,Jackson+County+Ohio,49,35,25,61,39,58,38
Jefferson+County+Ohio,Jefferson+County+Ohio,64,60,31,65,40,53,42
Knox+County+Ohio,Knox+County+Ohio,53,71,42,48,48,50,45
Lake+County+Ohio,Lake+County+Ohio,46,41,50,45,52,74,47
Lawrence+County+Ohio,Lawrence+County+Ohio,39,71,29,55,42,61,48
Licking+County+Ohio,Licking+County+Ohio,55,58,44,52,44,74,44
Logan+County+Ohio,Logan+County+Ohio,66,61,46,55,40,74,38
Lorain+County+Ohio,Lorain+County+Ohio,48,64,46,46,50,68,47
Lucas+County+Ohio,Lucas+County+Ohio,53,55,44,67,50,48,54
Madison+County+Ohio,Madison+County+Ohio,42,46,39,57,46,75,43
Mahoning+County+Ohio,Mahoning+County+Ohio,60,62,44,49,44,51,49
Marion+County+Ohio,Marion+County+Ohio,57,53,34,52,40,57,46
Medina+County+Ohio,Medina+County+Ohio,51,71,49,42,53,79,49
Meigs+County+Ohio,Meigs+County+Ohio,56,68,25,57,33,37,37
Mercer+County+Ohio,Mercer+County+Ohio,73,59,49,53,44,79,43
Miami+County+Ohio,Miami+County+Ohio,64,67,41,51,49,76,47
Monroe+County+Ohio,Monroe+County+Ohio,50,58,29,51,35,52,41
Montgomery+County+Ohio,Montgomery+County+Ohio,57,59,54,61,49,54,53
Morgan+County+Ohio,Morgan+County+Ohio,60,55,24,52,32,31,38
Morrow+County+Ohio,Morrow+County+Ohio,45,59,29,53,39,84,35
Muskingum+County+Ohio,Muskingum+County+Ohio,53,56,34,58,37,64,46
Noble+County+Ohio,Noble+County+Ohio,60,80,21,55,39,57,38
Ottawa+County+Ohio,Ottawa+County+Ohio,72,60,42,57,42,57,45
Paulding+County+Ohio,Paulding+County+Ohio,59,34,41,49,37,57,35
Perry+County+Ohio,Perry+County+Ohio,37,60,28,58,43,76,39
Pickaway+County+Ohio,Pickaway+County+Ohio,46,32,37,45,37,72,44
Pike+County+Ohio,Pike+County+Ohio,34,40,27,59,34,53,33
Portage+County+Ohio,Portage+County+Ohio,50,72,43,53,46,66,46
Preble+County+Ohio,Preble+County+Ohio,53,52,36,47,40,51,40
Putnam+County+Ohio,Putnam+County+Ohio,70,34,47,52,44,75,42
Richland+County+Ohio,Richland+County+Ohio,63,51,38,56,40,64,51
Ross+County+Ohio,Ross+County+Ohio,52,60,32,53,32,55,40
Sandusky+County+Ohio,Sandusky+County+Ohio,63,59,40,56,44,65,46
Scioto+County+Ohio,Scioto+County+Ohio,50,76,17,62,34,49,47
Seneca+County+Ohio,Seneca+County+Ohio,57,59,40,57,46,55,47
Shelby+County+Ohio,Shelby+County+Ohio,65,55,40,53,43,84,44
Stark+County+Ohio,Stark+County+Ohio,57,55,46,55,46,62,66
Summit+County+Ohio,Summit+County+Ohio,57,58,47,59,50,56,56
Trumbull+County+Ohio,Trumbull+County+Ohio,53,58,35,49,43,63,45
Tuscarawas+County+Ohio,Tuscarawas+County+Ohio,63,73,35,50,46,64,48
Union+County+Ohio,Union+County+Ohio,56,55,48,52,46,74,49
Van+Wert+County+Ohio,Van+Wert+County+Ohio,70,30,43,49,42,66,47
Vinton+County+Ohio,Vinton+County+Ohio,31,61,28,51,29,44,33
Warren+County+Ohio,Warren+County+Ohio,51,62,53,42,50,76,48
Washington+County+Ohio,Washington+County+Ohio,51,68,37,57,41,60,48
Wayne+County+Ohio,Wayne+County+Ohio,56,43,47,52,45,65,57
Williams+County+Ohio,Williams+County+Ohio,58,62,44,47,45,75,41
Wood+County+Ohio,Wood+County+Ohio,61,67,47,56,46,67,47
Wyandot+County+Ohio,Wyandot+County+Ohio,67,60,39,57,50,73,36
Adair+County+Oklahoma,Adair+County+Oklahoma,33,44,13,61,33,40,39
Alfalfa+County+Oklahoma,Alfalfa+County+Oklahoma,47,36,30,57,30,41,52
Atoka+County+Oklahoma,Atoka+County+Oklahoma,57,33,7,60,28,46,34
Beaver+County+Oklahoma,Beaver+County+Oklahoma,78,60,18,53,33,42,47
Beckham+County+Oklahoma,Beckham+County+Oklahoma,56,61,27,61,41,60,39
Blaine+County+Oklahoma,Blaine+County+Oklahoma,70,38,24,63,33,54,39
Bryan+County+Oklahoma,Bryan+County+Oklahoma,44,37,28,53,34,47,43
Caddo+County+Oklahoma,Caddo+County+Oklahoma,48,38,15,62,33,45,37
Canadian+County+Oklahoma,Canadian+County+Oklahoma,42,40,48,26,44,78,44
Carter+County+Oklahoma,Carter+County+Oklahoma,57,19,24,56,33,63,44
Cherokee+County+Oklahoma,Cherokee+County+Oklahoma,40,69,32,58,33,41,42
Choctaw+County+Oklahoma,Choctaw+County+Oklahoma,62,24,13,66,33,44,41
Cimarron+County+Oklahoma,Cimarron+County+Oklahoma,97,60,30,61,29,49,36
Cleveland+County+Oklahoma,Cleveland+County+Oklahoma,38,58,46,27,44,54,49
Coal+County+Oklahoma,Coal+County+Oklahoma,39,60,7,58,31,28,41
Comanche+County+Oklahoma,Comanche+County+Oklahoma,38,57,40,51,36,42,52
Cotton+County+Oklahoma,Cotton+County+Oklahoma,40,27,22,60,37,41,56
Craig+County+Oklahoma,Craig+County+Oklahoma,53,31,30,56,35,60,39
Creek+County+Oklahoma,Creek+County+Oklahoma,53,26,22,56,38,58,49
Custer+County+Oklahoma,Custer+County+Oklahoma,63,54,34,53,42,49,45
Delaware+County+Oklahoma,Delaware+County+Oklahoma,48,42,24,52,31,22,38
Dewey+County+Oklahoma,Dewey+County+Oklahoma,49,68,8,55,30,43,47
Ellis+County+Oklahoma,Ellis+County+Oklahoma,54,58,33,54,22,40,43
Garfield+County+Oklahoma,Garfield+County+Oklahoma,57,22,33,55,38,52,55
Garvin+County+Oklahoma,Garvin+County+Oklahoma,58,35,19,59,33,43,38
Grady+County+Oklahoma,Grady+County+Oklahoma,35,60,27,52,35,61,40
Grant+County+Oklahoma,Grant+County+Oklahoma,55,47,25,52,28,41,38
Greer+County+Oklahoma,Greer+County+Oklahoma,42,31,7,63,39,36,50
Harmon+County+Oklahoma,Harmon+County+Oklahoma,67,18,5,55,38,25,41
Harper+County+Oklahoma,Harper+County+Oklahoma,52,44,41,54,27,82,43
Haskell+County+Oklahoma,Haskell+County+Oklahoma,34,60,12,63,31,51,38
Hughes+County+Oklahoma,Hughes+County+Oklahoma,33,30,7,59,30,28,46
Jackson+County+Oklahoma,Jackson+County+Oklahoma,48,20,25,51,36,44,58
Jefferson+County+Oklahoma,Jefferson+County+Oklahoma,41,25,2,68,32,28,42
Johnston+County+Oklahoma,Johnston+County+Oklahoma,40,36,6,61,33,32,38
Kay+County+Oklahoma,Kay+County+Oklahoma,59,41,37,56,39,44,48
Kingfisher+County+Oklahoma,Kingfisher+County+Oklahoma,63,19,29,48,41,77,42
Kiowa+County+Oklahoma,Kiowa+County+Oklahoma,71,35,17,71,36,25,46
Latimer+County+Oklahoma,Latimer+County+Oklahoma,42,60,14,62,30,38,39
Le+Flore+County+Oklahoma,Le+Flore+County+Oklahoma,44,47,20,57,35,40,45
Lincoln+County+Oklahoma,Lincoln+County+Oklahoma,42,45,18,52,34,63,31
Logan+County+Oklahoma,Logan+County+Oklahoma,54,35,28,50,39,50,45
Love+County+Oklahoma,Love+County+Oklahoma,38,48,8,56,29,69,25
McClain+County+Oklahoma,McClain+County+Oklahoma,39,38,33,25,35,71,44
McCurtain+County+Oklahoma,McCurtain+County+Oklahoma,48,75,16,65,28,48,39
McIntosh+County+Oklahoma,McIntosh+County+Oklahoma,32,28,24,53,29,40,30
Major+County+Oklahoma,Major+County+Oklahoma,72,21,17,60,31,43,44
Marshall+County+Oklahoma,Marshall+County+Oklahoma,39,48,22,57,33,41,35
Mayes+County+Oklahoma,Mayes+County+Oklahoma,49,41,22,53,35,50,35
Murray+County+Oklahoma,Murray+County+Oklahoma,41,41,9,50,34,62,39
Muskogee+County+Oklahoma,Muskogee+County+Oklahoma,50,35,29,61,37,43,49
Noble+County+Oklahoma,Noble+County+Oklahoma,67,24,28,54,39,56,39
Nowata+County+Oklahoma,Nowata+County+Oklahoma,42,41,25,58,34,29,44
Okfuskee+County+Oklahoma,Okfuskee+County+Oklahoma,32,42,23,54,29,42,39
Oklahoma+County+Oklahoma,Oklahoma+County+Oklahoma,47,44,52,36,46,44,49
Okmulgee+County+Oklahoma,Okmulgee+County+Oklahoma,49,22,20,56,34,61,38
Osage+County+Oklahoma,Osage+County+Oklahoma,48,42,18,62,35,57,54
Ottawa+County+Oklahoma,Ottawa+County+Oklahoma,48,68,21,60,36,50,42
Pawnee+County+Oklahoma,Pawnee+County+Oklahoma,38,32,23,51,35,59,33
Payne+County+Oklahoma,Payne+County+Oklahoma,50,39,43,56,40,41,53
Pittsburg+County+Oklahoma,Pittsburg+County+Oklahoma,47,36,28,60,32,39,43
Pontotoc+County+Oklahoma,Pontotoc+County+Oklahoma,52,58,31,59,35,64,43
Pottawatomie+County+Oklahoma,Pottawatomie+County+Oklahoma,52,46,29,40,35,39,43
Pushmataha+County+Oklahoma,Pushmataha+County+Oklahoma,38,32,12,69,25,30,32
Roger+Mills+County+Oklahoma,Roger+Mills+County+Oklahoma,89,35,40,42,21,35,53
Rogers+County+Oklahoma,Rogers+County+Oklahoma,49,26,38,43,41,66,53
Seminole+County+Oklahoma,Seminole+County+Oklahoma,58,35,29,63,29,39,37
Sequoyah+County+Oklahoma,Sequoyah+County+Oklahoma,37,53,11,62,34,41,43
Stephens+County+Oklahoma,Stephens+County+Oklahoma,59,37,38,54,36,53,47
Texas+County+Oklahoma,Texas+County+Oklahoma,66,51,34,61,40,58,49
Tillman+County+Oklahoma,Tillman+County+Oklahoma,40,18,17,61,29,44,47
Tulsa+County+Oklahoma,Tulsa+County+Oklahoma,55,28,37,52,46,43,58
Wagoner+County+Oklahoma,Wagoner+County+Oklahoma,36,27,36,44,40,65,52
Washington+County+Oklahoma,Washington+County+Oklahoma,63,24,34,54,40,53,48
Washita+County+Oklahoma,Washita+County+Oklahoma,44,42,19,55,33,35,40
Woods+County+Oklahoma,Woods+County+Oklahoma,76,60,30,60,42,42,63
Woodward+County+Oklahoma,Woodward+County+Oklahoma,62,44,30,52,37,57,45
Baker+County+Oregon,Baker+County+Oregon,64,77,53,55,36,32,51
